/m/0hqkz,Grapefruit
/m/0_cp5,Oyster
/m/0cdn1,Hamburger
/m/02wmf,Flying disc
/m/03hj559,Mixing bowl
/m/02jvh9,Mug
/m/0242l,Coin
/m/018xm,Ball
/m/025fsf,Stapler
/m/043nyj,Common fig
/m/04yqq2,Bust
/m/02wv6h6,Skirt
/m/021mn,Cookie
/m/0kpqd,Watermelon
/m/02rgn06,Volleyball
/m/050k8,Mobile phone
/m/05ctyq,Tennis ball
/m/06z37_,Picture frame
/m/02p5f1q,Coffee cup
/m/0kpt_,Cantaloupe
/m/02cvgx,Winter melon
/m/01cmb2,Miniskirt
/m/07mcwg,Cooking spray
/m/0qjjc,Remote control
/m/0mcx2,Ipod
/m/020lf,Computer mouse
/m/01mqdt,Traffic sign
/m/01b9xk,Hot dog
/m/0fldg,Mango
/m/029b3,Dice
/m/024d2,Calculator
/m/0j496,Band-aid
/m/0jy4k,Doughnut
/m/01226z,Football
/m/014j1m,Apple
/m/0c3m8g,Hand dryer
/m/044r5d,Golf ball
/m/02pv19,Stop sign
/m/011k07,Tortoise
